프로듀싱,,,,NNG,*,F,프로듀싱,*,*,*,*
로컬라이징,,,,NNG,*,F,로컬라이징,*,*,*,*
일일,,,,NNG,*,F,일일,*,*,*,*
플랫폼,,,,NNG,*,F,플랫폼,*,*,*,*
케이팝,,,,NNG,*,F,플랫폼,*,*,*,*
엔터테인먼트,,,,NNG,*,F,엔터테인먼트,*,*,*,*
